Epoch,LR,Train Loss,Global Val Acc,AffectNet Acc,EmoSet-118k Acc,ExpWFormated Acc,FERPlus Acc,MMAFEDB Acc,NHFI Acc,RAF-DB Acc,jaffeFormated Acc
164,0.0008400536049929171,1.0554,81.99,75.34,81.11,78.53,95.41,75.98,73.12,89.01,82.35
165,0.0008381411941873378,1.0590,82.06,75.08,81.22,78.56,95.45,76.18,72.92,89.01,82.35
166,0.0008362196501476349,1.0684,82.01,74.90,81.28,78.42,95.45,76.18,72.50,88.76,82.35
167,0.0008342890255539086,1.0715,81.98,75.17,81.36,78.35,95.38,76.13,71.88,88.43,82.35
168,0.0008323493733352077,1.0747,81.97,75.30,81.28,78.56,95.38,76.01,72.50,88.51,82.35
169,0.0008304007466680774,1.0525,82.01,75.48,81.48,78.64,95.41,75.94,72.71,88.43,82.35
170,0.0008284431989751023,1.0604,82.04,75.43,81.53,78.60,95.54,75.94,72.71,88.51,82.35
171,0.0008264767839234411,1.0642,81.99,75.39,81.39,78.64,95.54,75.83,72.92,88.43,82.35
172,0.0008245015554233556,1.0483,81.90,75.12,81.53,78.53,95.54,75.73,73.12,87.77,82.35
173,0.0008225175676267332,1.0666,81.88,74.94,81.28,78.60,95.50,75.79,72.92,87.93,88.24
174,0.0008205248749256015,1.0716,81.93,74.99,81.34,78.46,95.48,75.95,72.71,88.02,88.24
175,0.0008185235319506373,1.0689,81.97,75.39,81.34,78.64,95.34,76.00,71.67,88.35,88.24
176,0.0008165135935696696,1.0599,81.95,75.30,81.42,78.60,95.38,75.94,71.04,88.35,94.12
177,0.0008144951148861741,1.0522,81.88,75.12,81.50,78.31,95.43,75.90,70.83,88.02,88.24
178,0.0008124681512377637,1.0513,81.96,75.34,81.42,78.28,95.54,75.97,71.04,88.26,94.12
179,0.0008104327581946706,1.0608,81.88,75.12,81.34,78.14,95.59,75.86,71.25,88.10,94.12
180,0.0008083889915582234,1.0609,81.88,75.30,81.20,78.03,95.50,75.94,71.67,88.35,82.35
181,0.0008063369073593168,1.0532,81.99,75.52,81.14,78.17,95.66,76.03,71.67,88.51,82.35
182,0.0008042765618568756,1.0412,82.01,75.34,81.06,78.31,95.66,76.09,71.88,88.68,82.35
183,0.0008022080115363126,1.0527,82.10,75.65,81.34,78.42,95.61,76.13,72.92,88.51,82.35
184,0.0008001313131079799,1.0503,82.13,75.48,81.70,78.24,95.61,76.13,73.12,88.60,82.35
185,0.0007980465235056137,1.0497,82.20,75.56,81.73,78.42,95.61,76.27,72.50,88.60,82.35
186,0.0007959536998847742,1.0458,82.21,75.56,81.56,78.74,95.59,76.30,72.50,88.43,82.35
187,0.0007938528996212782,1.0485,82.14,75.17,81.56,78.74,95.59,76.17,72.50,88.76,82.35
188,0.000791744180309626,1.0509,82.23,75.25,81.70,78.78,95.57,76.33,72.50,88.76,82.35
189,0.0007896275997614229,1.0456,82.22,75.08,81.73,78.81,95.61,76.35,72.92,88.35,82.35
190,0.0007875032160037938,1.0441,82.17,74.81,81.73,79.03,95.61,76.24,72.08,88.43,82.35
191,0.0007853710872777923,1.0524,82.21,74.86,81.90,78.89,95.64,76.29,72.71,88.18,82.35
192,0.0007832312720368048,1.0573,82.15,74.81,82.01,78.99,95.59,76.10,72.71,88.18,82.35
193,0.0007810838289449467,1.0460,82.07,74.72,81.76,78.71,95.57,76.08,72.92,88.26,82.35
194,0.0007789288168754553,1.0500,82.17,75.25,81.90,78.35,95.63,76.22,72.71,88.51,82.35
195,0.0007767662949090753,1.0569,82.11,75.03,81.93,78.53,95.59,76.05,72.29,88.76,82.35
196,0.0007745963223324384,1.0417,82.03,74.90,81.79,78.24,95.55,76.03,72.29,88.76,82.35
197,0.0007724189586364393,1.0538,81.97,74.63,81.84,78.24,95.52,75.97,72.92,88.26,82.35
198,0.0007702342635146033,1.0485,82.01,74.59,82.29,78.10,95.48,76.02,72.29,88.26,82.35
199,0.000768042296861451,1.0406,82.01,74.72,82.18,77.99,95.45,76.04,72.08,88.51,82.35
200,0.0007658431187708554,1.0411,82.05,74.72,82.01,78.14,95.52,76.04,72.92,88.84,82.35
201,0.0007636367895343947,1.0395,82.01,74.59,82.01,77.96,95.45,76.05,73.33,88.93,82.35
202,0.0007614233696396995,1.0350,82.01,74.99,81.73,77.99,95.47,76.04,73.12,88.93,82.35
203,0.0007592029197687943,1.0370,82.02,74.99,81.50,77.92,95.52,76.16,72.50,89.09,82.35
204,0.0007569755007964338,1.0319,82.10,75.12,81.45,78.10,95.54,76.29,72.50,89.26,82.35
205,0.0007547411737884345,1.0495,82.08,75.03,81.39,77.92,95.55,76.26,72.92,89.42,82.35
206,0.0007525,1.0344,82.03,74.86,81.14,78.10,95.57,76.25,72.50,89.34,82.35
207,0.0007502520408740418,1.0375,82.06,75.12,81.17,78.14,95.59,76.25,72.29,89.17,82.35
208,0.0007479973580394948,1.0311,82.17,75.52,81.39,77.92,95.63,76.40,72.29,89.26,82.35
209,0.0007457360133096278,1.0418,82.15,75.39,81.59,77.78,95.59,76.41,71.88,89.17,82.35
210,0.000743468068680349,1.0372,82.18,75.52,81.56,77.71,95.66,76.40,72.50,89.34,82.35
211,0.0007411935863285063,1.0248,82.18,75.34,81.39,77.81,95.68,76.46,72.92,89.26,82.35
212,0.0007389126286101818,1.0420,82.17,75.17,81.53,77.96,95.70,76.35,72.92,89.34,82.35
213,0.0007366252580589839,1.0290,82.21,75.34,81.62,77.96,95.68,76.38,73.54,89.17,82.35
214,0.0007343315373843317,1.0396,82.31,75.52,81.79,77.96,95.73,76.49,73.75,89.17,82.35
215,0.0007320315294697358,1.0221,82.30,75.39,81.90,78.17,95.79,76.42,72.92,89.17,76.47
216,0.0007297252973710757,1.0413,82.28,75.08,81.84,78.03,95.77,76.54,72.71,89.17,76.47
