Epoch,LR,Train Loss,Global Val Acc,AffectNet Acc,EmoSet-118k Acc,ExpWFormated Acc,FERPlus Acc,MMAFEDB Acc,NHFI Acc,RAF-DB Acc,jaffeFormated Acc
76,0.0009270568813552756,0.8877,81.43,73.26,81.31,78.39,95.15,75.16,73.96,87.93,94.12
77,0.0009250125564158444,0.8798,81.41,73.35,81.25,78.46,95.13,75.06,73.75,88.26,94.12
78,0.0009229423231234975,0.8800,81.45,73.40,81.28,78.31,95.11,75.23,73.96,88.02,94.12
79,0.0009208463091799762,0.8899,81.50,73.48,81.42,78.42,95.13,75.20,73.96,88.43,94.12
80,0.0009187246438772938,0.8791,81.47,73.93,81.39,78.31,95.07,75.13,73.75,88.18,94.12
81,0.0009165774580897599,0.8751,81.51,73.97,81.50,78.28,95.22,75.07,74.38,88.10,94.12
82,0.0009144048842659081,0.8871,81.52,73.66,81.45,78.39,95.13,75.27,73.75,88.10,94.12
83,0.0009122070564203256,0.8802,81.52,73.40,81.34,78.53,95.18,75.35,73.12,88.02,88.24
84,0.0009099841101253866,0.8778,81.50,73.57,81.25,78.21,95.13,75.41,73.12,88.10,88.24
85,0.0009077361825028897,0.8753,81.56,74.15,81.36,78.24,95.09,75.34,73.54,88.26,88.24
86,0.000905463412215599,0.8701,81.50,74.15,81.28,78.31,95.20,75.14,73.75,88.02,88.24
87,0.0009031659394586918,0.8697,81.54,74.32,81.25,78.24,95.31,75.14,74.17,88.02,88.24
88,0.0009008439059511099,0.8663,81.67,74.59,81.39,78.28,95.41,75.29,74.17,88.18,88.24
89,0.0008984974549268175,0.8681,81.59,74.41,81.50,78.03,95.34,75.27,73.96,87.77,88.24
90,0.0008961267311259666,0.8675,81.63,74.50,81.50,78.24,95.32,75.31,73.75,87.77,88.24
91,0.0008937318807859687,0.8663,81.59,73.84,81.39,78.17,95.31,75.36,73.75,88.35,88.24
92,0.0008913130516324732,0.8642,81.61,74.06,81.56,78.14,95.34,75.34,73.54,88.02,88.24
93,0.0008888703928702562,0.8604,81.66,74.10,81.64,78.17,95.36,75.38,73.96,88.02,88.24
94,0.0008864040551740157,0.8747,81.68,74.37,81.59,78.46,95.32,75.31,73.54,88.18,94.12
95,0.0008839141906790787,0.8568,81.63,74.37,81.34,78.39,95.32,75.31,73.75,88.10,94.12
96,0.0008814009529720154,0.8555,81.66,74.32,81.39,78.24,95.39,75.37,73.96,88.10,94.12
97,0.000878864497081166,0.8513,81.77,74.46,81.45,78.49,95.36,75.51,73.96,88.43,94.12
98,0.0008763049794670775,0.8533,81.73,74.41,81.50,78.46,95.31,75.48,73.96,88.26,88.24
99,0.0008737225580128529,0.8541,81.67,74.28,81.62,78.21,95.31,75.37,73.54,88.35,88.24
100,0.0008711173920144117,0.8616,81.63,74.32,81.53,78.14,95.22,75.41,73.12,88.26,88.24
101,0.0008684896421706644,0.8537,81.64,74.19,81.67,78.03,95.27,75.40,73.75,88.26,88.24
102,0.0008658394705735987,0.8484,81.57,74.19,81.53,77.92,95.25,75.28,72.92,88.51,94.12
103,0.0008631670406982824,0.8472,81.64,74.63,81.45,78.17,95.25,75.29,73.54,88.43,94.12
104,0.0008604725173927785,0.8443,81.64,74.37,81.39,78.10,95.32,75.40,73.33,88.43,94.12
105,0.0008577560668679766,0.8565,81.71,74.06,81.64,78.21,95.31,75.63,72.71,88.10,94.12
106,0.000855017856687341,0.8381,81.71,74.15,81.39,78.24,95.34,75.66,72.50,88.18,88.24
107,0.0008522580557565737,0.8479,81.82,74.28,81.95,78.39,95.25,75.70,73.12,88.26,88.24
108,0.0008494768343131955,0.8444,81.78,74.19,81.70,78.10,95.38,75.70,73.54,88.18,88.24
109,0.0008466743639160464,0.8423,81.73,74.32,81.87,77.71,95.29,75.66,73.96,87.85,94.12
110,0.0008438508174347009,0.8459,81.82,74.77,81.95,77.63,95.25,75.85,73.75,87.60,94.12
111,0.0008410063690388063,0.8458,81.85,74.94,81.81,77.71,95.27,75.89,73.96,87.60,100.00
112,0.0008381411941873378,0.8476,81.90,74.90,81.79,77.78,95.32,75.97,73.96,87.69,100.00
113,0.0008352554696177769,0.8323,81.86,74.59,81.87,77.63,95.32,76.00,73.33,87.69,100.00
114,0.0008323493733352077,0.8426,81.88,74.46,81.76,78.03,95.38,75.96,73.12,87.85,100.00
115,0.0008294230846013381,0.8415,81.82,74.28,81.93,77.67,95.27,75.95,73.33,87.93,94.12
116,0.000826476783923441,0.8330,81.80,74.46,81.93,77.81,95.31,75.75,73.75,87.77,94.12
117,0.0008235106530432206,0.8315,81.74,74.02,81.87,77.71,95.36,75.75,73.54,87.85,88.24
118,0.0008205248749256015,0.8231,81.77,74.37,82.01,77.88,95.36,75.62,73.75,87.85,88.24
119,0.000817519633747442,0.8315,81.84,73.97,81.93,78.03,95.34,75.87,74.17,88.10,88.24
120,0.0008144951148861742,0.8323,81.83,74.10,81.87,78.06,95.38,75.82,73.75,87.93,88.24
121,0.0008114515049083679,0.8314,81.90,74.06,81.81,78.28,95.47,75.98,73.54,87.77,88.24
122,0.0008083889915582234,0.8256,81.90,73.93,82.15,78.03,95.47,75.94,73.96,87.77,88.24
123,0.0008053077637459899,0.8278,81.84,74.19,82.01,78.10,95.39,75.77,73.96,87.85,88.24
124,0.0008022080115363127,0.8318,81.87,74.06,82.07,78.14,95.47,75.79,73.75,87.93,88.24
125,0.0007990899261365092,0.8363,81.91,74.24,82.07,78.21,95.48,75.78,74.17,88.10,88.24
126,0.0007959536998847743,0.8295,81.94,73.97,82.23,78.14,95.50,75.89,73.75,88.10,88.24
127,0.0007927995262383161,0.8288,82.00,74.32,82.21,78.28,95.50,75.93,73.96,88.10,88.24
128,0.0007896275997614229,0.8234,81.95,74.32,82.26,78.21,95.45,75.86,73.54,88.02,88.24
129,0.0007864381161134607,0.8256,81.88,74.15,82.35,77.99,95.50,75.66,73.96,88.18,94.12
130,0.0007832312720368048,0.8199,81.98,74.46,82.21,78.14,95.61,75.81,73.96,88.10,94.12
131,0.0007800072653447032,0.8219,81.91,74.28,82.18,77.99,95.54,75.77,73.75,88.18,94.12
132,0.0007767662949090753,0.8176,81.93,74.06,81.95,78.10,95.61,75.88,73.12,88.26,100.00
133,0.0007735085606482438,0.8208,81.90,73.93,81.95,78.14,95.64,75.87,72.92,88.02,100.00
134,0.0007702342635146033,0.8134,81.88,74.02,81.93,78.17,95.64,75.77,73.12,88.18,94.12
135,0.0007669436054822243,0.8103,81.92,74.15,82.01,78.28,95.68,75.68,73.54,88.43,94.12
136,0.0007636367895343947,0.8187,82.01,74.59,82.01,78.35,95.64,75.86,73.12,88.26,94.12
137,0.0007603140196510985,0.8207,81.91,74.46,81.98,77.81,95.63,75.85,72.71,88.18,94.12
138,0.0007569755007964338,0.8132,81.98,74.59,81.95,77.88,95.70,75.98,72.71,88.02,94.12
139,0.0007536214389059694,0.8076,81.99,74.24,81.84,78.21,95.75,75.93,73.54,88.35,94.12
140,0.0007502520408740418,0.8181,81.98,74.19,82.15,78.21,95.80,75.77,73.12,88.26,94.12
141,0.0007468675145409927,0.8056,81.96,73.97,82.09,78.24,95.87,75.78,72.50,88.26,94.12
142,0.000743468068680349,0.8063,81.98,74.19,82.32,78.17,95.86,75.66,73.33,88.35,94.12
143,0.0007400539129859443,0.8075,81.95,74.02,82.37,78.14,95.79,75.66,73.12,88.26,94.12
144,0.0007366252580589839,0.8051,81.98,74.19,82.23,78.31,95.84,75.75,72.71,87.85,94.12
145,0.0007331823153950539,0.8039,82.04,74.15,82.21,78.42,95.87,75.85,72.50,88.10,100.00
146,0.0007297252973710757,0.8073,81.99,73.84,82.23,78.31,95.86,75.81,72.92,88.10,100.00
147,0.000726254417232205,0.8094,82.03,73.62,82.15,78.31,95.89,76.00,72.92,88.18,94.12
148,0.0007227698890786779,0.8089,81.93,73.35,82.12,78.17,95.86,75.88,73.12,87.93,94.12
149,0.0007192719278526049,0.7974,81.98,73.48,82.09,78.28,95.89,75.94,73.12,88.02,94.12
150,0.000715760749324711,0.8043,81.95,73.62,82.07,78.06,96.02,75.88,72.08,87.85,94.12
151,0.000712236570081027,0.7961,81.97,73.48,82.21,78.03,96.00,75.95,72.08,87.93,88.24
152,0.0007086996075095289,0.7989,81.91,73.44,82.09,77.96,95.96,75.82,72.08,88.26,94.12
153,0.0007051500797867287,0.8015,81.92,73.79,81.98,77.92,96.00,75.80,72.29,88.18,94.12
154,0.0007015882058642164,0.7952,81.98,73.71,81.95,77.96,96.00,75.96,72.50,88.26,94.12
155,0.0006980142054551533,0.7915,82.05,74.19,82.12,77.96,96.00,75.95,72.50,88.35,94.12
156,0.0006944282990207195,0.7854,82.05,74.15,82.18,78.14,95.95,75.90,72.71,88.51,88.24
157,0.0006908307077565152,0.8013,82.11,74.19,82.37,78.21,95.93,75.97,72.71,88.43,88.24
158,0.0006872216535789157,0.7921,82.12,74.06,82.29,78.31,95.96,76.02,72.92,88.26,94.12
159,0.0006836013591113827,0.7956,82.15,73.97,82.18,78.28,96.02,76.22,72.50,88.02,94.12
160,0.0006799700476707324,0.7995,82.12,73.79,82.37,78.10,95.95,76.22,72.71,87.69,100.00
161,0.000676327943253359,0.7860,82.06,73.71,82.18,78.14,95.98,76.10,72.71,87.85,100.00
162,0.0006726752705214194,0.7953,82.13,73.75,82.04,78.06,96.00,76.32,72.71,88.02,100.00
163,0.0006690122547889727,0.7938,82.11,73.66,82.07,77.81,95.93,76.37,73.54,88.02,100.00
164,0.000665339122008084,0.7891,82.10,73.44,82.09,77.88,95.95,76.32,73.54,88.10,100.00
165,0.0006616560987548852,0.7911,82.09,73.71,82.29,77.67,95.86,76.27,73.75,88.10,100.00
166,0.000657963412215599,0.7788,82.07,73.71,82.15,77.60,95.93,76.27,73.12,88.10,100.00
167,0.0006542612901725255,0.7788,82.09,73.66,82.23,77.71,96.00,76.22,73.12,88.18,100.00
168,0.0006505499609899905,0.7902,82.11,74.06,82.01,77.49,96.07,76.33,72.92,88.02,100.00
169,0.0006468296536002602,0.7668,82.06,74.15,81.95,77.49,96.09,76.16,72.92,88.18,100.00
170,0.0006431005974894186,0.7779,81.93,74.41,81.81,77.24,96.07,75.98,72.29,87.60,100.00
171,0.000639363022683212,0.7871,81.92,74.28,81.84,77.38,96.03,75.95,72.08,87.77,94.12
172,0.0006356171597328595,0.7796,81.85,74.55,81.90,77.35,95.93,75.77,72.08,87.60,94.12
173,0.0006318632397008333,0.7755,81.84,74.32,81.81,77.10,95.98,75.83,72.29,87.69,94.12
174,0.000628101494146603,0.7743,81.82,74.24,82.01,77.21,95.98,75.72,71.67,87.85,94.12
175,0.0006243321551123542,0.7688,81.84,74.46,81.93,77.24,95.96,75.72,71.88,87.93,94.12
176,0.0006205554551086733,0.7705,81.89,74.59,81.70,77.35,95.98,75.88,72.08,87.93,88.24
177,0.0006167716271002064,0.7817,81.95,74.99,81.59,77.35,95.95,76.02,71.88,87.85,88.24
178,0.0006129809044912887,0.7674,81.94,74.68,81.67,77.56,96.00,75.94,71.25,88.02,94.12
179,0.0006091835211115465,0.7782,81.96,74.55,81.93,77.63,96.02,75.88,71.67,88.02,94.12
180,0.0006053797112014738,0.7685,81.97,74.77,81.87,77.63,96.00,75.86,71.46,88.18,94.12
181,0.0006015697093979835,0.7696,82.00,74.55,81.98,77.74,95.93,75.96,71.67,88.18,94.12
182,0.0005977537507199338,0.7680,82.03,74.94,81.81,77.71,95.87,76.02,72.92,87.93,94.12
183,0.0005939320705536304,0.7588,82.01,74.81,81.87,77.46,95.89,76.10,72.29,87.85,94.12
184,0.0005901049046383077,0.7697,82.00,74.28,81.98,77.85,95.89,76.02,72.92,87.77,94.12
185,0.0005862724890515872,0.7583,82.06,74.81,82.01,77.53,95.91,76.09,73.12,88.02,94.12
186,0.0005824350601949143,0.7621,82.03,74.32,81.93,77.78,95.93,76.08,73.33,87.85,88.24
187,0.000578592854778977,0.7572,82.05,74.06,81.95,77.78,95.96,76.23,72.92,87.69,88.24
188,0.0005747461098091035,0.7562,82.04,74.02,81.76,77.81,95.95,76.24,72.92,87.93,88.24
189,0.0005708950625706435,0.7504,82.14,74.50,81.64,77.78,95.98,76.37,73.54,88.35,88.24
190,0.0005670399506143307,0.7566,82.18,74.59,81.76,77.99,96.02,76.29,73.54,88.43,88.24
191,0.0005631810117416298,0.7616,82.14,74.41,81.79,78.03,96.02,76.20,73.96,88.18,100.00
192,0.0005593184839900675,0.7572,82.16,74.94,81.76,77.53,96.02,76.32,73.33,88.18,100.00
193,0.0005554526056185498,0.7503,82.08,74.81,81.84,77.67,96.00,76.12,72.92,87.85,100.00
194,0.0005515836150926646,0.7570,82.06,74.81,81.84,77.49,96.09,76.07,72.92,87.85,100.00
195,0.000547711751069972,0.7468,82.03,74.46,81.79,77.46,96.12,76.07,72.71,88.02,100.00
196,0.0005438372523852833,0.7357,82.04,74.46,81.93,77.49,96.07,76.07,72.92,87.93,100.00
197,0.0005399603580359275,0.7530,82.17,74.90,81.84,77.49,96.18,76.23,73.75,87.93,100.00
198,0.0005360813071670102,0.7577,82.20,75.12,81.87,77.56,96.25,76.31,72.50,87.60,100.00
199,0.0005322003390566607,0.7484,82.22,75.12,81.98,77.78,96.16,76.23,73.54,87.77,100.00
200,0.0005283176931012731,0.7477,82.24,75.12,81.95,77.85,96.14,76.26,73.54,87.85,100.00
201,0.000524433608800739,0.7410,82.19,74.94,81.87,77.99,96.11,76.20,73.54,87.69,100.00
202,0.0005205483257436735,0.7466,82.24,75.08,81.95,77.85,96.14,76.30,73.12,87.85,100.00
203,0.0005166620835926371,0.7410,82.18,74.86,81.90,77.92,96.05,76.31,71.88,87.85,100.00
204,0.0005127751220693513,0.7379,82.21,74.72,81.73,78.17,96.07,76.35,72.29,88.02,100.00
205,0.0005088876809399121,0.7362,82.13,74.63,81.67,77.85,96.03,76.30,72.71,88.02,100.00
206,0.000505,0.7394,82.15,74.55,81.93,77.88,96.09,76.27,72.50,87.77,100.00
207,0.000501112319060088,0.7434,82.14,74.77,81.87,77.81,96.07,76.30,71.67,87.60,100.00
208,0.0004972248779306489,0.7336,82.21,74.86,81.90,77.88,96.18,76.37,71.88,87.60,100.00
209,0.0004933379164073629,0.7522,82.18,75.34,81.76,77.85,96.12,76.23,71.88,87.85,100.00
210,0.0004894516742563265,0.7430,82.27,75.34,82.12,77.99,96.11,76.24,72.29,88.02,100.00
211,0.0004855663911992611,0.7393,82.21,75.30,81.95,78.17,96.11,76.17,71.25,88.02,100.00
212,0.00048168230689872696,0.7368,82.22,75.30,81.90,78.17,96.16,76.17,71.25,88.10,100.00
213,0.0004777996609433395,0.7401,82.27,75.25,82.09,78.14,96.11,76.29,71.25,88.10,100.00
214,0.0004739186928329899,0.7189,82.30,75.30,82.04,78.24,96.09,76.39,71.46,87.85,100.00
215,0.0004700396419640725,0.7247,82.28,75.21,82.12,78.17,96.11,76.30,72.08,87.77,100.00
216,0.0004661627476147168,0.7308,82.25,75.08,82.01,78.17,96.07,76.34,71.25,87.93,100.00
217,0.000462288248930028,0.7222,82.25,75.08,81.93,78.03,96.16,76.38,71.25,87.85,100.00
218,0.00045841638490733545,0.7337,82.21,74.86,81.98,77.85,96.09,76.34,72.08,87.93,100.00
219,0.00045454739438145026,0.7341,82.15,75.21,81.95,77.60,95.95,76.31,71.67,87.77,100.00
220,0.0004506815160099326,0.7194,82.09,74.81,81.90,77.67,96.05,76.20,71.46,87.69,100.00
221,0.00044681898825837046,0.7240,82.07,74.77,81.45,77.67,96.12,76.24,71.46,88.02,100.00
222,0.0004429600493856695,0.7275,82.19,74.94,81.56,78.31,96.21,76.27,71.46,87.85,94.12
223,0.0004391049374293567,0.7162,82.24,74.90,81.76,78.35,96.19,76.38,70.83,87.77,94.12
224,0.0004352538901908967,0.7091,82.21,75.21,81.59,78.24,96.18,76.32,71.46,87.69,94.12
225,0.00043140714522102317,0.7226,82.22,75.17,81.59,78.17,96.23,76.26,72.50,87.85,94.12
226,0.00042756493980508576,0.7127,82.11,74.99,81.45,78.06,96.19,76.08,72.50,88.02,100.00
227,0.0004237275109484128,0.7153,82.06,74.90,81.53,77.81,96.23,76.07,72.08,87.52,94.12
228,0.0004198950953616922,0.7263,82.21,75.25,81.64,77.96,96.23,76.24,73.12,87.69,94.12
229,0.0004160679294463697,0.7132,82.20,75.17,81.81,77.99,96.27,76.17,72.71,87.52,94.12
230,0.0004122462492800663,0.7101,82.28,75.17,81.90,77.85,96.27,76.37,72.50,87.93,94.12
231,0.00040843029060201656,0.7261,82.30,75.25,82.07,77.92,96.23,76.40,72.08,87.60,94.12
232,0.0004046202887985264,0.7136,82.32,75.56,82.12,77.92,96.23,76.31,71.88,87.93,94.12
233,0.0004008164788884538,0.7147,82.37,75.61,82.04,77.96,96.21,76.47,72.08,87.93,94.12
234,0.0003970190955087116,0.7104,82.37,75.52,82.04,77.99,96.23,76.44,72.29,88.18,94.12
235,0.00039322837289979386,0.7068,82.35,75.34,82.01,77.99,96.21,76.46,72.29,88.10,94.12
236,0.0003894445448913268,0.7053,82.30,75.65,81.67,78.03,96.25,76.30,72.71,88.18,94.12
237,0.0003856678448876458,0.7019,82.32,75.34,81.79,78.21,96.27,76.35,72.50,88.02,94.12
238,0.00038189850585339686,0.7049,82.32,75.52,81.87,78.14,96.27,76.27,72.50,88.18,94.12
239,0.00037813676029916667,0.7027,82.30,75.17,81.76,78.21,96.30,76.33,72.71,88.02,94.12
240,0.00037438284026714046,0.7028,82.31,75.34,81.70,78.10,96.30,76.37,72.29,88.10,94.12
241,0.0003706369773167883,0.7006,82.34,75.43,81.64,77.81,96.34,76.53,72.08,88.18,94.12
242,0.00036689940251058157,0.6964,82.33,75.21,81.87,77.99,96.28,76.53,71.67,87.85,88.24
243,0.0003631703463997399,0.7119,82.39,75.30,81.90,78.28,96.25,76.60,71.25,88.02,82.35
244,0.0003594500390100096,0.6918,82.53,75.65,81.90,78.49,96.27,76.76,71.46,88.35,88.24
245,0.0003557387098274748,0.6929,82.50,75.70,81.84,78.49,96.28,76.61,72.29,88.35,94.12
246,0.0003520365877844012,0.6879,82.48,75.48,81.90,78.53,96.32,76.55,72.08,88.51,94.12
247,0.00034834390124511487,0.6886,82.38,75.34,81.76,78.42,96.34,76.38,72.08,88.43,100.00
248,0.00034466087799191604,0.6908,82.49,75.52,82.04,78.31,96.35,76.57,71.88,88.26,100.00
249,0.00034098774521102733,0.6977,82.45,75.43,81.73,78.31,96.37,76.55,72.50,88.43,94.12
250,0.0003373247294785808,0.6903,82.45,75.52,81.73,78.42,96.28,76.55,73.12,88.35,94.12
251,0.000333672056746641,0.6850,82.38,75.12,81.90,78.28,96.32,76.41,73.33,88.18,94.12
252,0.0003300299523292678,0.6848,82.34,75.08,81.81,78.14,96.34,76.35,73.12,88.26,100.00
253,0.00032639864088861745,0.6796,82.27,74.68,81.84,77.92,96.27,76.38,72.71,88.51,100.00
254,0.00032277834642108455,0.6957,82.25,74.94,81.87,77.71,96.27,76.30,71.88,88.76,100.00
255,0.000319169292243485,0.6713,82.31,74.99,81.90,77.85,96.35,76.34,71.88,88.76,100.00
256,0.0003155717009792807,0.6850,82.40,75.21,81.84,78.10,96.28,76.54,72.08,88.60,100.00
257,0.00031198579454484683,0.6797,82.45,75.34,81.73,78.21,96.32,76.62,72.29,88.60,100.00
258,0.0003084117941357836,0.6808,82.43,75.39,81.62,78.14,96.34,76.64,71.88,88.60,100.00
259,0.00030484992021327125,0.6865,82.49,75.79,81.67,77.96,96.39,76.75,71.67,88.35,100.00
260,0.0003013003924904712,0.6820,82.50,75.56,81.62,78.03,96.43,76.80,71.67,88.60,94.12
261,0.000297763429918973,0.6840,82.54,75.79,81.67,78.10,96.46,76.82,71.88,88.35,94.12
